  3.98022e+01  1.08018e+06  6.12261e-01
  3.96053e+01  1.07914e+06  6.12261e-01
  3.94091e+01  1.07811e+06  6.12261e-01
  3.92136e+01  1.07707e+06  6.12261e-01
  3.90190e+01  1.07604e+06  6.12261e-01
  3.88252e+01  1.07502e+06  6.12261e-01
  3.86321e+01  1.07400e+06  6.12261e-01
  3.84398e+01  1.07298e+06  6.12261e-01
  3.82482e+01  1.07197e+06  6.12261e-01
  3.80575e+01  1.07096e+06  6.12261e-01
  3.78675e+01  1.06995e+06  6.12261e-01
  3.76783e+01  1.06895e+06  6.12261e-01
  3.74898e+01  1.06795e+06  6.12261e-01
  3.73021e+01  1.06696e+06  6.12261e-01
  3.71152e+01  1.06598e+06  6.12261e-01
  3.69290e+01  1.06501e+06  6.12261e-01
  3.67436e+01  1.06406e+06  6.12261e-01
  3.65590e+01  1.06311e+06  6.12261e-01
  3.63751e+01  1.06218e+06  6.12261e-01
  3.61919e+01  1.06126e+06  6.12261e-01
  3.60095e+01  1.06035e+06  6.12261e-01
  3.58279e+01  1.05946e+06  6.12261e-01
  3.56470e+01  1.05858e+06  6.12261e-01
  3.54668e+01  1.05770e+06  6.12261e-01
  3.52874e+01  1.05684e+06  6.12261e-01
  3.51088e+01  1.05600e+06  6.12261e-01
  3.49309e+01  1.05516e+06  6.12261e-01
  3.47537e+01  1.05433e+06  6.12261e-01
  3.45772e+01  1.05352e+06  6.12261e-01
  3.44015e+01  1.05271e+06  6.12261e-01
  3.42266e+01  1.05191e+06  6.12261e-01
  3.40523e+01  1.05111e+06  6.12261e-01
  3.38788e+01  1.05032e+06  6.12261e-01
  3.37061e+01  1.04953e+06  6.12261e-01
  3.35340e+01  1.04874e+06  6.12261e-01
  3.33627e+01  1.04794e+06  6.12261e-01
  3.31921e+01  1.04715e+06  6.12261e-01
  3.30222e+01  1.04635e+06  6.12261e-01
  3.28531e+01  1.04556e+06  6.12261e-01
  3.26846e+01  1.04475e+06  6.12261e-01
  3.25169e+01  1.04395e+06  6.12261e-01
  3.23499e+01  1.04314e+06  6.12261e-01
  3.21836e+01  1.04232e+06  6.12261e-01
  3.20180e+01  1.04149e+06  6.12261e-01
  3.18532e+01  1.04066e+06  6.12261e-01
  3.16890e+01  1.03983e+06  6.12261e-01
  3.15256e+01  1.03898e+06  6.12261e-01
  3.13628e+01  1.03813e+06  6.12261e-01
  3.12008e+01  1.03728e+06  6.12261e-01
  3.10394e+01  1.03642e+06  6.12261e-01
  3.08788e+01  1.03556e+06  6.12261e-01
  3.07188e+01  1.03469e+06  6.12261e-01
  3.05596e+01  1.03382e+06  6.12261e-01
  3.04011e+01  1.03295e+06  6.12261e-01
  3.02432e+01  1.03207e+06  6.12261e-01
  3.00860e+01  1.03120e+06  6.12261e-01
  2.99296e+01  1.03033e+06  6.12261e-01
  2.97738e+01  1.02945e+06  6.12261e-01
  2.96187e+01  1.02858e+06  6.12261e-01
  2.94642e+01  1.02771e+06  6.12261e-01
  2.93105e+01  1.02685e+06  6.12261e-01
  2.91574e+01  1.02598e+06  6.12261e-01
  2.90051e+01  1.02513e+06  6.12261e-01
  2.88534e+01  1.02427e+06  6.12261e-01
  2.87023e+01  1.02343e+06  6.12261e-01
  2.85520e+01  1.02259e+06  6.12261e-01
  2.84023e+01  1.02175e+06  6.12261e-01
  2.82533e+01  1.02093e+06  6.12261e-01
  2.81050e+01  1.02011e+06  6.12261e-01
  2.79573e+01  1.01929e+06  6.12261e-01
  2.78103e+01  1.01848e+06  6.12261e-01
  2.76639e+01  1.01769e+06  6.12261e-01
  2.75183e+01  1.01690e+06  6.12261e-01
  2.73732e+01  1.01612e+06  6.12261e-01
  2.72289e+01  1.01535e+06  6.12261e-01
  2.70852e+01  1.01459e+06  6.12261e-01
  2.69421e+01  1.01384e+06  6.12261e-01
  2.67997e+01  1.01311e+06  6.12261e-01
  2.66580e+01  1.01238e+06  6.12261e-01
  2.65169e+01  1.01166e+06  6.12261e-01
  2.63764e+01  1.01096e+06  6.12261e-01
  2.62366e+01  1.01026e+06  6.12261e-01
  2.60975e+01  1.00958e+06  6.12261e-01
  2.59590e+01  1.00891e+06  6.12261e-01
  2.58211e+01  1.00825e+06  6.12261e-01
  2.56838e+01  1.00760e+06  6.12261e-01
  2.55472e+01  1.00697e+06  6.12261e-01
  2.54113e+01  1.00634e+06  6.12261e-01
  2.52759e+01  1.00573e+06  6.12261e-01
  2.51412e+01  1.00513e+06  6.12261e-01
  2.50072e+01  1.00454e+06  6.12261e-01
  2.48737e+01  1.00397e+06  6.12261e-01
  2.47409e+01  1.00340e+06  6.12261e-01
  2.46087e+01  1.00285e+06  6.12261e-01
  2.44772e+01  1.00231e+06  6.12261e-01
  2.43462e+01  1.00178e+06  6.12261e-01
  2.42159e+01  1.00127e+06  6.12261e-01
  2.40862e+01  1.00076e+06  6.12261e-01
  2.39571e+01  1.00025e+06  6.12261e-01
  2.38287e+01  9.99754e+05  6.12261e-01
  2.37008e+01  9.99258e+05  6.12261e-01
  2.35736e+01  9.98768e+05  6.12261e-01
  2.34469e+01  9.98281e+05  6.12261e-01
  2.33209e+01  9.97799e+05  6.12261e-01
  2.31955e+01  9.97318e+05  6.12261e-01
  2.30707e+01  9.96843e+05  6.12261e-01
  2.29464e+01  9.96371e+05  6.12261e-01
  2.28228e+01  9.95900e+05  6.12261e-01
  2.26998e+01  9.95432e+05  6.12261e-01
  2.25774e+01  9.94965e+05  6.12261e-01
  2.24556e+01  9.94500e+05  6.12261e-01
  2.23344e+01  9.94036e+05  6.12261e-01
  2.22137e+01  9.93570e+05  6.12261e-01
  2.20937e+01  9.93105e+05  6.12261e-01
  2.19742e+01  9.92638e+05  6.12261e-01
  2.18554e+01  9.92168e+05  6.12261e-01
  2.17371e+01  9.91694e+05  6.12261e-01
  2.16194e+01  9.91217e+05  6.12261e-01
  2.15023e+01  9.90733e+05  6.12261e-01
  2.13857e+01  9.90244e+05  6.12261e-01
  2.12698e+01  9.89747e+05  6.12261e-01
  2.11544e+01  9.89242e+05  6.12261e-01
  2.10396e+01  9.88728e+05  6.12261e-01
  2.09253e+01  9.88205e+05  6.12261e-01
  2.08117e+01  9.87671e+05  6.12261e-01
  2.06986e+01  9.87127e+05  6.12261e-01
  2.05861e+01  9.86570e+05  6.12261e-01
  2.04741e+01  9.86003e+05  6.12261e-01
  2.03627e+01  9.85425e+05  6.12261e-01
  2.02519e+01  9.84834e+05  6.12261e-01
  2.01416e+01  9.84232e+05  6.12261e-01
  2.00319e+01  9.83618e+05  6.12261e-01
  1.99228e+01  9.82994e+05  6.12261e-01
  1.98141e+01  9.82360e+05  6.12261e-01
  1.97061e+01  9.81717e+05  6.12261e-01
  1.95986e+01  9.81063e+05  6.12261e-01
  1.94917e+01  9.80401e+05  6.12261e-01
  1.93853e+01  9.79729e+05  6.12261e-01
  1.92794e+01  9.79048e+05  6.12261e-01
  1.91742e+01  9.78359e+05  6.12261e-01
  1.90694e+01  9.77659e+05  6.12261e-01
  1.89652e+01  9.76950e+05  6.12261e-01
  1.88615e+01  9.76232e+05  6.12261e-01
  1.87584e+01  9.75503e+05  6.12261e-01
  1.86558e+01  9.74763e+05  6.12261e-01
  1.85537e+01  9.74015e+05  6.12261e-01
  1.84522e+01  9.73255e+05  6.12261e-01
  1.83512e+01  9.72486e+05  6.12261e-01
  1.82507e+01  9.71708e+05  6.12261e-01
  1.81508e+01  9.70918e+05  6.12261e-01
  1.80514e+01  9.70120e+05  6.12261e-01
  1.79525e+01  9.69313e+05  6.12261e-01
  1.78542e+01  9.68498e+05  6.12261e-01
  1.77563e+01  9.67673e+05  6.12261e-01
  1.76590e+01  9.66840e+05  6.12261e-01
  1.75622e+01  9.66001e+05  6.12261e-01
  1.74659e+01  9.65155e+05  6.12261e-01
  1.73701e+01  9.64303e+05  6.12261e-01
  1.72749e+01  9.63447e+05  6.12261e-01
  1.71801e+01  9.62588e+05  6.12261e-01
  1.70859e+01  9.61725e+05  6.12261e-01
  1.69921e+01  9.60862e+05  6.12261e-01
  1.68989e+01  9.59997e+05  6.12261e-01
  1.68062e+01  9.59132e+05  6.12261e-01
  1.67139e+01  9.58269e+05  6.12261e-01
  1.66222e+01  9.57404e+05  6.12261e-01
  1.65310e+01  9.56540e+05  6.12261e-01
  1.64403e+01  9.55677e+05  6.12261e-01
  1.63500e+01  9.54815e+05  6.12261e-01
  1.62603e+01  9.53953e+05  6.12261e-01
  1.61711e+01  9.53091e+05  6.12261e-01
  1.60823e+01  9.52230e+05  6.12261e-01
  1.59940e+01  9.51367e+05  6.12261e-01
  1.59062e+01  9.50504e+05  6.12261e-01
  1.58190e+01  9.49642e+05  6.12261e-01
  1.57321e+01  9.48779e+05  6.12261e-01
  1.56458e+01  9.47915e+05  6.12261e-01
  1.55600e+01  9.47052e+05  6.12261e-01
  1.54746e+01  9.46191e+05  6.12261e-01
  1.53897e+01  9.45331e+05  6.12261e-01
  1.53053e+01  9.44474e+05  6.12261e-01
  1.52213e+01  9.43617e+05  6.12261e-01
  1.51378e+01  9.42764e+05  6.12261e-01
  1.50548e+01  9.41915e+05  6.12261e-01
  1.49723e+01  9.41068e+05  6.12261e-01
  1.48902e+01  9.40225e+05  6.12261e-01
  1.48086e+01  9.39385e+05  6.12261e-01
  1.47274e+01  9.38550e+05  6.12261e-01
  1.46467e+01  9.37717e+05  6.12261e-01
  1.45665e+01  9.36888e+05  6.12261e-01
  1.44867e+01  9.36061e+05  6.12261e-01
  1.44074e+01  9.35241e+05  6.12261e-01
  1.43285e+01  9.34422e+05  6.12261e-01
  1.42501e+01  9.33607e+05  6.12261e-01
  1.41721e+01  9.32795e+05  6.12261e-01
  1.40946e+01  9.31988e+05  6.12261e-01
  1.40176e+01  9.31186e+05  6.12261e-01
  1.39409e+01  9.30384e+05  6.12261e-01
  1.38647e+01  9.29587e+05  6.12261e-01
  1.37890e+01  9.28795e+05  6.12261e-01
  1.37137e+01  9.28006e+05  6.12261e-01
  1.36388e+01  9.27218e+05  6.12261e-01
  1.35644e+01  9.26437e+05  6.12261e-01
  1.34904e+01  9.25657e+05  6.12261e-01
  1.34169e+01  9.24880e+05  6.12261e-01
  1.33437e+01  9.24106e+05  6.12261e-01
  1.32710e+01  9.23334e+05  6.12261e-01
  1.31988e+01  9.22566e+05  6.12261e-01
  1.31269e+01  9.21801e+05  6.12261e-01
  1.30555e+01  9.21036e+05  6.12261e-01
  1.29845e+01  9.20274e+05  6.12261e-01
  1.29139e+01  9.19514e+05  6.12261e-01
  1.28438e+01  9.18754e+05  6.12261e-01
  1.27740e+01  9.17995e+05  6.12261e-01
  1.27047e+01  9.17234e+05  6.12261e-01
  1.26358e+01  9.16470e+05  6.12261e-01
  1.25673e+01  9.15701e+05  6.12261e-01
  1.24992e+01  9.14927e+05  6.12261e-01
  1.24315e+01  9.14146e+05  6.12261e-01
  1.23642e+01  9.13358e+05  6.12261e-01
  1.22973e+01  9.12564e+05  6.12261e-01
